-7.01385952681004,30.9967989701972,0.0716210526315789
-7.29800059500565,30.8612706328332,0.152808947368421
-8.14446132120407,30.4575295770467,0.312015157894737
-9.53547341149758,29.7940508442893,0.541495578947368
-11.4418472577903,28.884757163432,0.829637368421053
-13.8235730595976,27.748732230374,1.16237905263158
-16.6306656438722,26.4098177496566,1.52444589473684
-19.8042096587633,24.8961149026128,1.90021610526316
-23.2775997257978,23.2393928251206,2.273928
-26.9779430574115,21.4744195933581,2.6293967368421
-30.8275812157389,19.6382363820947,2.94958168421053
-34.7457147661251,17.7693825447167,3.21638147368421
-38.6501199943362,15.9070767811212,3.41106884210526
-42.4588439617241,14.0904086378761,3.51556421052632
-46.09196454653,12.3574990115817,3.51438757894737
-49.4732259284203,10.7447200627629,3.39685010526316
-52.5316632419983,9.28592029589504,3.15891063157895
-55.2030972580351,8.01171163302791,2.80407063157895
-57.4314557683256,6.94883914553959,2.34286263157895
-59.1699649982644,6.11961277948887,1.79093684210526
-60.3821514765108,5.54142948829778,1.16595915789474
-61.0425677135579,5.22642710182973,0.484128
-61.1689765878017,5.16613316169954,-0.00397894736842105
-60.8848355196061,5.30166149906356,-0.716885052631579
-60.0383747934076,5.70540255485013,-1.38133484210526
-58.6473627031141,6.36888128760746,-1.98390442105263
-56.7409888568214,7.27817496846477,-2.50752663157895
-54.3592630550141,8.41419990152276,-2.93481694736842
-51.5521704707395,9.75311438224017,-3.25154210526316
-48.3786318713601,11.2668146462174,-3.44935989473684
-44.9052363888139,12.9235393067762,-3.527304
-41.2048930572002,14.6885125385387,-3.49178526315789
-37.3552548988728,16.5246957498021,-3.35533231578947
-33.4371213484867,18.3935495871801,-3.13453452631579
-29.5327215357872,20.255852767709,-2.84787315789474
-25.7239921528876,22.0725234940207,-2.51396178947368
-22.0908715680818,23.8054331203151,-2.15057242105263
-18.7096101861915,25.4182120691339,-1.77440589473684
-15.6511728726134,26.8770118360017,-1.40146136842105
-12.9797388565767,28.1512204988689,-1.04743736842105
-10.7513857617978,29.2140904032906,-0.727907368421053
-9.01287111634731,30.0433193524079,-0.457845157894737
-7.80068463810089,30.621502643599,-0.250664842105263
-7.14026840105381,30.936505030067,-0.116826
-7.01385952681004,30.9967989701972,0.0716210526315789
