-9.64617092752041,36,0.0756
-9.91880265283498,35.842596,0.119628
-10.7309768649613,35.373687,0.249114
-12.0656449878005,34.603116,0.456648
-13.8947997597941,33.547053,0.730938
-16.1800520068432,32.227662,1.058118
-18.8734412420862,30.672633,1.422852
-21.9184333271641,28.914606,1.80909
-25.2511363718872,26.990469,2.2002
-28.8015945761888,24.940611,2.578668
-32.4953003104795,22.808049,2.925714
-36.2547269806126,20.637543,3.221196
-40.0009762082017,18.474645,3.444198
-43.6554302070912,16.364745,3.574482
-47.1413885713697,14.352126,3.594612
-50.3856894749254,12.479028,3.492288
-53.320242536411,10.784763,3.26229
-55.8834681534653,9.304884,2.907402
-58.0215601677509,8.070456,2.43786
-59.6896549992503,7.107381,1.869354
-60.8527409729393,6.435873,1.2198
-61.4864065647359,6.070026,0.505734
-61.6076951545867,6,0
-61.3350634292722,6.157404,-0.750066
-60.5228892171458,6.626313,-1.444236
-59.1882210943067,7.396884,-2.068752
-57.3590663223131,8.452947,-2.606226
-55.073814075264,9.772338,-3.039078
-52.3804248400209,11.327367,-3.353136
-49.3354275587906,13.085397,-3.540486
-46.0027297102199,15.009531,-3.601032
-42.4522715059184,17.059389,-3.542514
-38.7585657716277,19.191951,-3.3792
-34.9991391014946,21.362457,-3.12972
-31.252884677753,23.525358,-2.814744
-27.5984358750159,25.635255,-2.455044
-24.1124775107374,27.647874,-2.070348
-20.8681766071818,29.520972,-1.678968
-17.9336235456961,31.215237,-1.298082
-15.3703979286419,32.695116,-0.944106
-13.2323007182038,33.929547,-0.63291
-11.5642110828568,34.892619,-0.379428
-10.4011251091679,35.564127,-0.196824
-9.76745951737122,35.929974,-0.09522
-9.64617092752041,36,0.0756
